identificador,titulo,municipio_estado,modalidade,modalidade_id,orgao,site_original
ITRR-SP-8-522023,"Pregão Presencial 52/2023","Itararé [SP]","Pregão presencial",8,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1050
MN-3535606-8-5220238-522023,"Pregão presencial 52/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00522023-contratacao-de-empresa-especializada-para-aquisicao-e-instalacao-de-biodigestor-para-o-canil-da-estancia-turistica-de-paraibuna
ITBI-SP-8-522023-1012023,"Pregão Presencial 52/2023","Itobi [SP]","Pregão presencial",8,"Prefeitura de Itobi (SP)",https://www.itobi.sp.gov.br/portal/editais/0/1/334/
LVN-SP-8-522024-612024,"Pregão Presencial 52/2024","Lavínia [SP]","Pregão presencial",8,"Prefeitura de Lavínia (SP)",https://www.lavinia.sp.gov.br/portal/editais/0/1/896/
VLPR-SP-8-532023-2332023,"Pregão Presencial 53/2023","Valparaíso [SP]","Pregão presencial",8,"Prefeitura de Valparaíso (SP)",https://www.valparaiso.sp.gov.br/portal/editais/0/1/481/
MN-3535606-8-5320238-532023,"Pregão presencial 53/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00532023-contratacao-de-empresa-especializada-para-aquisicao-e-instalacao-de-10-dez-bicicletarios-nas-areas-publicas-do-municipio-de-paraibuna
MN-3535606-8-5420238-542023,"Pregão presencial 54/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00542023-aquisicao-de-placas-para-sinalizacao-da-rota-da-luz-e-identificacao-de-ruas-da-regiao-central-e-bairros-perifericos-do-municipio-de-paraibuna
TRP-3544905-8-00025723,"PREGÃO PRESENCIAL 55","Sales Oliveira [SP]","Pregão presencial",8,"Prefeitura de Sales Oliveira (SP)",http://189.112.90.177:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
MN-3535606-8-5520238-552023,"Pregão presencial 55/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00552023-contratacao-de-empresa-especializada-em-servico-de-trio-eletrico-para-o-carnaval-2024-da-estancia-turistica-de-paraibuna
TRP-3544905-8-00026423,"PREGÃO PRESENCIAL 56","Sales Oliveira [SP]","Pregão presencial",8,"Prefeitura de Sales Oliveira (SP)",http://189.112.90.177:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
PRNP-PR-8-562023-12162023,"Pregão Presencial 56/2023","Paranapanema [SP]","Pregão presencial",8,"Prefeitura de Paranapanema (SP)",https://www.paranapanema.sp.gov.br/portal/editais/0/1/3284/
MN-3535606-8-5620238-562023,"Pregão presencial 56/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00562023-contratacao-para-fornecimento-de-refeicoes-aos-servidores-municipais-que-prestarao-servicos-nas-festas-e-eventos-de-cunho-turistico-em-2024
MN-3535606-8-5720238-572023,"Pregão presencial 57/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00572023-contratacao-de-servicos-de-segurancavigilancia-para-as-festas-e-eventos-de-cunho-turistico-no-ano-de-2024
SCRL-SP-8-572023,"Pregão Presencial 57/2023","São Carlos [SP]","Pregão presencial",8,"Prefeitura de São Carlos (SP)",http://servico.saocarlos.sp.gov.br/empresas/registra-dados-empresa.php?id=4009
PRNP-PR-8-572023-12192023,"Pregão Presencial 57/2023","Paranapanema [SP]","Pregão presencial",8,"Prefeitura de Paranapanema (SP)",https://www.paranapanema.sp.gov.br/portal/editais/0/1/3285/
IRCM-SP-8-572023-14942023,"Pregão Presencial 57/2023","Iracemápolis [SP]","Pregão presencial",8,"Prefeitura de Iracemópolis (SP)",https://www.iracemapolis.sp.gov.br/portal/editais/0/1/2165/
IRCM-SP-8-582023-14952023,"Pregão Presencial 58/2023","Iracemápolis [SP]","Pregão presencial",8,"Prefeitura de Iracemópolis (SP)",https://www.iracemapolis.sp.gov.br/portal/editais/0/1/2166/
MN-3535606-8-5820238-582023,"Pregão presencial 58/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00582023-ata-de-registro-de-preco-para-futura-contratacao-para-servicos-de-bombeiro-civilbrigadista-controlador-de-acesso-auxiliar-de-servicos-gerais
SCRL-SP-8-582023,"Pregão Presencial 58/2023","São Carlos [SP]","Pregão presencial",8,"Prefeitura de São Carlos (SP)",http://servico.saocarlos.sp.gov.br/empresas/registra-dados-empresa.php?id=4010
MN-3544103-8-5820248-582024,"Pregão presencial 58/2024","Rio Grande da Serra [SP]","Pregão presencial",8,"Prefeitura de Rio Grande da Serra",http://www.riograndedaserra.sp.gov.br/2023-pregao-presencial/
GRC-SP-8-592023-1532023,"Pregão Presencial 59/2023","Guaraci [SP]","Pregão presencial",8,"Prefeitura de Guaraci (SP)",https://www.guaraci.sp.gov.br/portal/editais/0/1/1108/
PRNP-PR-8-592023-12222023,"Pregão Presencial 59/2023","Paranapanema [SP]","Pregão presencial",8,"Prefeitura de Paranapanema (SP)",https://www.paranapanema.sp.gov.br/portal/editais/0/1/3286/
MN-3535606-8-592023,"Pregão presencial 59/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00592023-contratacao-de-empresa-especializada-para-pintura-de-caixa-dagua-em-04-unidades-escolares-da-estancia-turistica-de-paraibuna
ITRR-SP-8-592023,"Pregão Presencial 59/2023","Itararé [SP]","Pregão presencial",8,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1049
SCRL-SP-8-592023,"Pregão Presencial 59/2023","São Carlos [SP]","Pregão presencial",8,"Prefeitura de São Carlos (SP)",http://servico.saocarlos.sp.gov.br/empresas/registra-dados-empresa.php?id=4011
MN-3544103-8-5920248-592024,"Pregão presencial 59/2024","Rio Grande da Serra [SP]","Pregão presencial",8,"Prefeitura de Rio Grande da Serra",http://www.riograndedaserra.sp.gov.br/2023-pregao-presencial/
TRP-3525706-8-00001024,"PREGÃO PRESENCIAL 6","José Bonifácio [SP]","Pregão presencial",8,"Prefeitura de José Bonifácio (SP)",http://transparencia.josebonifacio.sp.gov.br/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
AMRC-SP-8-0062024,"Pregão Presencial 6 2024","Americana [SP]","Pregão presencial",8,"Prefeitura de Americana (SP)",https://transparencia.americana.sp.gov.br/transparencia_index.php?p=licitacao#op01
ITRR-SP-8-602023,"Pregão Presencial 60/2023","Itararé [SP]","Pregão presencial",8,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1045
SCRL-SP-8-602023,"Pregão Presencial 60/2023","São Carlos [SP]","Pregão presencial",8,"Prefeitura de São Carlos (SP)",http://servico.saocarlos.sp.gov.br/empresas/registra-dados-empresa.php?id=4008
GRRM-SP-11400,"Pregão presencial 60/2023","Guararema [SP]","Pregão presencial",8,"Prefeitura de Guararema (SP)",https://portal.guararema.sp.gov.br/portal-transparencia/licitacoes/licitacoes
MN-3544103-8-6020248-602024,"Pregão presencial 60/2024","Rio Grande da Serra [SP]","Pregão presencial",8,"Prefeitura de Rio Grande da Serra",http://www.riograndedaserra.sp.gov.br/2023-pregao-presencial/
MN-3535606-8-6120238-612023,"Pregão presencial 61/2023","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00612023-aquisicao-de-1320-hum-mil-trezentos-e-vinte-cestas-basicas-destinadas-a-doacao-a-municipes-carentes-da-estancia-turistica-de-paraibuna
MN-3544103-8-6120248-612024,"Pregão presencial 61/2024","Rio Grande da Serra [SP]","Pregão presencial",8,"Prefeitura de Rio Grande da Serra",http://www.riograndedaserra.sp.gov.br/2023-pregao-presencial/
ITRR-SP-8-622023,"Pregão Presencial 62/2023","Itararé [SP]","Pregão presencial",8,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1051
MN-3535606-8-622024,"Pregão presencial 62/2024","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00622023-contratacao-de-empresa-em-fornecimento-de-faixas-e-banners-para-os-eventos-de-cunho-turistico-de-2024-da-estancia-turistica-de-paraibuna
ITRR-SP-8-632023,"Pregão Presencial 63/2023","Itararé [SP]","Pregão presencial",8,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1046
MN-3535606-8-6320248-632024,"Pregão presencial 63/2024","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00632023-contratacao-de-empresa-especializada-para-prestacao-de-servicos-de-telemetria-para-monitoramento-rastreamento-e-gestao-de-frotas-de-veiculos
GRRM-SP-11422,"Pregão presencial 64/2023","Guararema [SP]","Pregão presencial",8,"Prefeitura de Guararema (SP)",https://portal.guararema.sp.gov.br/portal-transparencia/licitacoes/licitacoes
MN-3535606-8-6420248-642024,"Pregão presencial 64/2024","Paraibuna [SP]","Pregão presencial",8,"Prefeitura de Paraibuna",https://www.paraibuna.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-n-00642023-contratacao-de-servicos-de-locacao-de-sanitarios-para-a-realizacao-das-festas-e-eventos-de-cunho-turistico-no-ano-de-2024
TRP-3552700-8-00015723,"PREGÃO PRESENCIAL 65","Tabatinga [SP]","Pregão presencial",8,"Prefeitura de Tabatinga (SP)",http://189.20.141.242:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
GRC-SP-8-652023-1642023,"Pregão Presencial 65/2023","Guaraci [SP]","Pregão presencial",8,"Prefeitura de Guaraci (SP)",https://www.guaraci.sp.gov.br/portal/editais/0/1/1115/
MN-3552106-8-6520238-652023,"Pregão presencial 65/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-121-2023-pmes-pregao-presencial-para-registro-de-precos-no-065-2023-objeto-registro-de-precos-para-contratacao-de-empresa-ou-pessoa-fisica-para-prestacao-de-servicos-tecnicos-profissio
MN-3525409-8-6520248-652024,"Pregão presencial 65/2024","Jeriquara [SP]","Pregão presencial",8,"Prefeitura de Jeriquara",https://jeriquara.sp.gov.br/wp-content/uploads/2023/12/Edital_PP-065-2023-MANUTENCAO-DA-FROTA.pdf
TRP-3504206-8-00022223,"PREGÃO PRESENCIAL 66","Auriflama [SP]","Pregão presencial",8,"Prefeitura de Auriflama (SP)",http://45.160.255.243:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3552700-8-00015823,"PREGÃO PRESENCIAL 66","Tabatinga [SP]","Pregão presencial",8,"Prefeitura de Tabatinga (SP)",http://189.20.141.242:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
MN-3552106-8-662023,"Pregão presencial 66/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-122-2023-pmes-pregao-presencial-para-registro-de-precos-no-066-2023-objeto-registro-de-precos-para-aquisicao-de-materiais-de-papelaria-para-uso-pedagogico-e-expediente-acessorios-e-af
MN-3522208-8-662024,"Pregão presencial 66/2024","Itapecerica da Serra [SP]","Pregão presencial",8,"Prefeitura de Itapecerica da Serra",https://ecrie.com.br/sistema/conteudos/arquivo/a_9_1_2_03012024143213.pdf
TRP-3552700-8-00015923,"PREGÃO PRESENCIAL 67","Tabatinga [SP]","Pregão presencial",8,"Prefeitura de Tabatinga (SP)",http://189.20.141.242:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
MN-3552106-8-6720238-672023,"Pregão presencial 67/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-133-2023-pmes-pregao-presencial-para-registro-de-precos-no-067-2023-objeto-registro-de-precos-para-aquisicao-de-oleos-lubrificantes-e-afins-para-manutencao-dos-diversos-veiculos-da-f
TRP-3552700-8-00016423,"PREGÃO PRESENCIAL 68","Tabatinga [SP]","Pregão presencial",8,"Prefeitura de Tabatinga (SP)",http://189.20.141.242:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
MN-3552106-8-6820238-682023,"Pregão presencial 68/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-134-2023-pmes-pregao-presencial-para-registro-de-precos-no-068-2023-objeto-registro-de-precos-para-aquisicao-de-pneus-e-camaras-para-diversos-veiculos-da-frota-pertencentes-a-prefeitur-2
MN-3552106-8-702023,"Pregão presencial 70/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-136-2023-pmes-pregao-presencial-para-registro-de-precos-no-070-2023-objeto-registro-de-precos-para-contratacao-de-empresa-especializada-em-prestacao-de-servicos-de-manutencao-automotiv
GRC-SP-8-702023-1732023,"Pregão Presencial 70/2023","Guaraci [SP]","Pregão presencial",8,"Prefeitura de Guaraci (SP)",https://www.guaraci.sp.gov.br/portal/editais/0/1/1146/
IGDT-SP-8-702023-1132023,"Pregão Presencial 70/2023","Igaraçu do Tietê [SP]","Pregão presencial",8,"Prefeitura de Igaraçu do Tietê (SP)",https://www.igaracudotiete.sp.gov.br/portal/editais/0/1/1647/
MN-3515004-8-702024,"Pregão presencial 70/2024","Embu das Artes [SP]","Pregão presencial",8,"Prefeitura de Embu das Artes",http://e-licitacoes.cidadeembudasartes.sp.gov.br/ords/f?p=102:1:5195387908308:::::&tz=-3:00
MN-3515004-8-712024,"Pregão presencial 71/2024","Embu das Artes [SP]","Pregão presencial",8,"Prefeitura de Embu das Artes",http://e-licitacoes.cidadeembudasartes.sp.gov.br/ords/f?p=102:1:5195387908308:::::&tz=-3:00
MN-3552106-8-722023,"Pregão presencial 72/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-140-2023-pmes-pregao-presencial-no-072-2023-objeto-contratacao-de-empresa-para-fornecimento-de-ponto-de-entrega-voluntario-pev-gaiola-aramada-com-recursos-da-secre
BTV-SP-8-722023,"PREGÃO PRESENCIAL 72/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)","Clique aqui"
MN-3515004-8-20248-722024,"Pregão presencial 72/2024","Embu das Artes [SP]","Pregão presencial",8,"Prefeitura de Embu das Artes",http://e-licitacoes.cidadeembudasartes.sp.gov.br/ords/f?p=102:1:5195387908308:::::&tz=-3:00
MN-3552106-8-7320238-732023,"Pregão presencial 73/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-141-2023-pmes-pregao-presencial-no-073-2023-objeto-contratacao-de-pessoa-juridica-visando-a-prestacao-de-servicos-de-transporte-de-escolares-com-dois-operadores-por-veiculo-sendo-um
BTV-SP-8-732023,"PREGÃO PRESENCIAL 73/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)","Clique aqui"
MN-3515004-8-732024,"Pregão presencial 73/2024","Embu das Artes [SP]","Pregão presencial",8,"Prefeitura de Embu das Artes",http://e-licitacoes.cidadeembudasartes.sp.gov.br/ords/f?p=102:1:5195387908308:::::&tz=-3:00
MN-3552106-8-742023,"Pregão presencial 74/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-142-2023-pmes-pregao-presencial-para-registro-de-precos-no-074-2023-objeto-registro-de-precos-para-aquisicao-de-emulsao-asfaltica-para-manutencao-de-ruas-e-vias-publicas-pelo-periodo
BTV-SP-8-742023,"PREGÃO PRESENCIAL 74/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-742023
MN-3515004-8-742024,"Pregão presencial 74/2024","Embu das Artes [SP]","Pregão presencial",8,"Prefeitura de Embu das Artes",http://e-licitacoes.cidadeembudasartes.sp.gov.br/ords/f?p=102:1:5195387908308:::::&tz=-3:00
BTV-SP-8-752023,"PREGÃO PRESENCIAL 75/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-752023
MN-3552106-8-7520238-752023,"Pregão presencial 75/2023","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-143-2023-pmes-pregao-presencial-para-registro-de-precos-no-075-2023-objeto-registro-de-precos-para-aquisicao-de-diversos-aparelhos-de-ginastica-para-compor-as-academias-de-ar-livre-par
GRC-SP-8-762023-1802023,"Pregão Presencial 76/2023","Guaraci [SP]","Pregão presencial",8,"Prefeitura de Guaraci (SP)",https://www.guaraci.sp.gov.br/portal/editais/0/1/1145/
BTV-SP-8-762023,"PREGÃO PRESENCIAL 76/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-762023
BTV-SP-8-772023,"PREGÃO PRESENCIAL 77/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-772023
BTV-SP-8-782023,"PREGÃO PRESENCIAL 78/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-782023
MN-3552106-8-782024,"Pregão presencial 78/2024","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/pregao/processo-no-157-2023-pmes-pregao-presencial-no-078-2023-objeto-contratacao-de-empresa-para-fornecimento-de-biodigestor-caixa-de-gordura-perfurador-de-solo-com-broca-e-fornecimento-e-instalacao-de
BTV-SP-8-792023,"PREGÃO PRESENCIAL 79/2023","Boituva [SP]","Pregão presencial",8,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/pregao-presencial/pregao-presencial-792023
MN-3552106-8-822024,"Pregão presencial 82/2024","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/processo-no-162-2023-pmes-pregao-presencial-para-registro-de-precos-no-082-2023-objeto-registro-de-precos-para-contratacao-de-empresas-especializadas-para-locacao-de-banheiros-quimicos-com-a-devi
MN-3552106-8-8320248-832024,"Pregão presencial 83/2024","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/pregao/processo-no-163-2023-pmes-pregao-presencial-no-083-2023-objeto-contratacao-de-empresa-especializada-que-realize-a-locacao-de-trios-eletricos-para-dar-suporte-a-realizacao-do-evento-carnaval-2024
MN-3552106-8-8420248-842024,"Pregão presencial 84/2024","Socorro [SP]","Pregão presencial",8,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/pregao/processo-no-164-2023-pmes-pregao-presencial-para-registro-de-precos-no-084-2023-objeto-registro-de-precos-visando-a-contratacao-de-empresa-especializada-em-prestacao-de-servicos-para-execucao-de-l
GRC-SP-8-902023-2092023,"Pregão Presencial 90/2023","Guaraci [SP]","Pregão presencial",8,"Prefeitura de Guaraci (SP)",https://www.guaraci.sp.gov.br/portal/editais/0/1/1153/
MN-3552403-8-9020248-902024,"Pregão presencial 90/2024","Sumaré [SP]","Pregão presencial",8,"Prefeitura de Sumaré",https://sumare.atende.net/transparencia/item/licitacoes-gerais
GRC-SP-8-922023-2112023,"Pregão Presencial 92/2023","Guaraci [SP]","Pregão presencial",8,"Prefeitura de Guaraci (SP)",https://www.guaraci.sp.gov.br/portal/editais/0/1/1154/
MN-3552403-8-9220248-922024,"Pregão presencial 92/2024","Sumaré [SP]","Pregão presencial",8,"Prefeitura de Sumaré",https://sumare.atende.net/transparencia/item/licitacoes-gerais
TRP-3517703-8-00016223,"PREGÃO PRESENCIAL 96","Guará [SP]","Pregão presencial",8,"Prefeitura de Guará (SP)",https://servicos.guara.sp.gov.br/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
ITAI-SP-8-972023,"Pregão presencial 97/2023","Itaí [SP]","Pregão presencial",8,"Prefeitura de Itaí (SP)",https://www.itai.sp.gov.br/licitacao/detalhe/578/pregistro-de-precos-persianatoldop/
ITAI-SP-8-982023,"Pregão presencial 98/2023","Itaí [SP]","Pregão presencial",8,"Prefeitura de Itaí (SP)",https://www.itai.sp.gov.br/licitacao/detalhe/579/pcontratacao-educacao-em-saudep/
TRP-3517703-8-00016523,"PREGÃO PRESENCIAL 99","Guará [SP]","Pregão presencial",8,"Prefeitura de Guará (SP)",https://servicos.guara.sp.gov.br/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
ITAI-SP-8-992023,"Pregão presencial 99/2023","Itaí [SP]","Pregão presencial",8,"Prefeitura de Itaí (SP)",https://www.itai.sp.gov.br/licitacao/detalhe/580/pregistro-de-precos-generos-social-2p/
MN-3552403-8-9920248-992024,"Pregão presencial 99/2024","Sumaré [SP]","Pregão presencial",8,"Prefeitura de Sumaré",https://sumare.atende.net/transparencia/item/licitacoes-gerais
IMP-1733482,"PREGÃO PRESENCIAL CMB-340/0057/23","São Paulo [SP]","Pregão presencial",8,"CENTRO DE MATERIAL BELICO",https://www.imprensaoficial.com.br/ENegocios/MostraDetalhesLicitacao_14_3.aspx?IdLicitacao=1733482
RUBI-MG-8-023-2023,"Pregão Presencial Licitação Nº023","Rubiácea [SP]","Pregão presencial",8,"Prefeitura de Rubiácea (SP)",https://www.rubiacea.sp.gov.br/?pag=T0RZPU9EYz1PR009T1RrPU9EWT1PVEE9T1dFPQ==&view=LIST-LICIT&modalidade=&sit=&tipo_licita=&ano=2023¬id=¬In=
PNRM-SP-8-078-2023,"Pregão Presencial Licitação Nº063","Panorama [SP]","Pregão presencial",8,"Prefeitura de Panorama (SP)",https://www.panorama.sp.gov.br/?pag=T0RZPU9EYz1PR009T1RrPU9EWT1PVEE9T1dFPQ==&view=LIST-LICIT&modalidade=&sit=&tipo_licita=&ano=2023¬id=¬In=
OSVC-SP-8-109-2023,"Pregão Presencial Licitação Nº109","Osvaldo Cruz [SP]","Pregão presencial",8,"Prefeitura de Osvaldo Cruz(SP)",https://osvaldocruz.wls.com.br/?pag=T0RZPU9EYz1PR009T1RrPU9EWT1PVEE9T1dFPQ==&view=LIST-LICIT&modalidade=&sit=&tipo_licita=&ano=2024¬id=¬In=
ADSB-SP-8-84-2024,"Pregão Presencial Licitação Nº17/2023","Águas de Santa Bárbara [SP]","Pregão presencial",8,"Prefeitura de Águas de Santa Bárbara (SP)",https://www.aguasdesantabarbara.sp.gov.br/?pag=T0RZPU9EYz1PR009T1RrPU9EWT1PVEE9T1dFPQ==&view=LIST-LICIT&modalidade=&sit=&tipo_licita=&ano=2024¬id=¬In=
PNRM-SP-8-85-2023,"Pregão Presencial Licitação Nº66","Panorama [SP]","Pregão presencial",8,"Prefeitura de Panorama (SP)",https://www.panorama.sp.gov.br/?pag=T0RZPU9EYz1PR009T1RrPU9EWT1PVEE9T1dFPQ==&view=LIST-LICIT&modalidade=&sit=&tipo_licita=&ano=2023¬id=¬In=
MRPL-SP-8-023-2023,"PREGÃO PRESENCIAL N.023-2023","Mariápolis [SP]","Pregão presencial",8,"Prefeitura de Mariápolis (SP)",http://www.mariapolis.sp.gov.br/index.php?sessao=b0546033683mb0
MRPL-SP-8-024-2023,"PREGÃO PRESENCIAL N.024-2023","Mariápolis [SP]","Pregão presencial",8,"Prefeitura de Mariápolis (SP)",http://www.mariapolis.sp.gov.br/index.php?sessao=b0546033683mb0
MRPL-SP-8-025-2023,"PREGÃO PRESENCIAL N.025-2023","Mariápolis [SP]","Pregão presencial",8,"Prefeitura de Mariápolis (SP)",http://www.mariapolis.sp.gov.br/index.php?sessao=b0546033683mb0
MRPL-SP-8-026-2023,"PREGÃO PRESENCIAL N.026-2023","Mariápolis [SP]","Pregão presencial",8,"Prefeitura de Mariápolis (SP)",http://www.mariapolis.sp.gov.br/index.php?sessao=b0546033683mb0
MRPL-SP-8-027-2023,"PREGÃO PRESENCIAL N.027-2023","Mariápolis [SP]","Pregão presencial",8,"Prefeitura de Mariápolis (SP)",http://www.mariapolis.sp.gov.br/index.php?sessao=b0546033683mb0
IDTB-SP-4115,"Pregão Presencial N.º 104/2023 - Edital N.º 244/2023","Indaiatuba [SP]","Pregão presencial",8,"Prefeitura de Indaiatuba (SP)",https://www.indaiatuba.sp.gov.br/administracao/licitacoes/editais-publicados/4115/
IDTB-SP-4116,"Pregão Presencial N.º 106/2023 - Edital N.º 246/2023","Indaiatuba [SP]","Pregão presencial",8,"Prefeitura de Indaiatuba (SP)",https://www.indaiatuba.sp.gov.br/administracao/licitacoes/editais-publicados/4116/
SRNG-SP-8-1142023,"PREGÃO PRESENCIAL N° 114/2023","Serra Negra [SP]","Pregão presencial",8,"Prefeitura de Serra Negra (SP)","Clique aqui"
SRNG-SP-8-1152023,"PREGÃO PRESENCIAL N° 115/2023","Serra Negra [SP]","Pregão presencial",8,"Prefeitura de Serra Negra (SP)","Clique aqui"
BRTZ-SP-8-0012024,"Pregão Presencial Nº 001/2024","Buritizal [SP]","Pregão presencial",8,"Prefeitura de Buritizal (SP)",https://buritizal.sislicita.com.br/licitacoes/detalhes/?search=5073
CRZ-SP-8-0382023,"PREGÃO PRESENCIAL Nº 038/2023","Cruzeiro [SP]","Pregão presencial",8,"Prefeitura de Cruzeiro (SP)",https://www.cruzeiro.sp.gov.br/edital-de-pregao-presencial-no-038-2023-prestacao-de-servicos-de-transporte-escolar-para-atender-a-demanda-de-alunos-das-redes-municipal-e-estadual-de-ensino-com-monitor-de-acordo-com-especificacoe/
BRTZ-SP-8-0692023,"Pregão Presencial Nº 069/2023","Buritizal [SP]","Pregão presencial",8,"Prefeitura de Buritizal (SP)",https://buritizal.sislicita.com.br/licitacoes/detalhes/?search=5045
ARMN-SP-8-0822023,"PREGÃO PRESENCIAL Nº 082/2023","Aramina [SP]","Pregão presencial",8,"Prefeitura de Aramina (SP)","Clique aqui"
ARMN-SP-8-0832023,"PREGÃO PRESENCIAL Nº 083/2023","Aramina [SP]","Pregão presencial",8,"Prefeitura de Aramina (SP)","Clique aqui"
ARMN-SP-8-0842023,"PREGÃO PRESENCIAL Nº 084/2023","Aramina [SP]","Pregão presencial",8,"Prefeitura de Aramina (SP)",https://aramina.sp.gov.br/licitacao-pregao-presencial.html
ARMN-SP-8-0852023,"PREGÃO PRESENCIAL Nº 085/2023","Aramina [SP]","Pregão presencial",8,"Prefeitura de Aramina (SP)",https://aramina.sp.gov.br/licitacao-pregao-presencial.html
